ID,Name,Code,ParentId
1C6498FE-249B-1A43-B422-0005065014DD,昆士敦,23723,D8A2AC7B-94C2-4A44-A58B-0F7D922CF6E5
BEDE6E98-BB25-C34F-8072-0009C6AC9A30,莞岛郡,2251104,028AE13A-8339-CB4F-BCE2-DA178DC545FA
EFBBB2BD-D55A-AB4A-851D-000D351C830A,雅加达,22022,9AB0317A-F5FC-405B-8EE9-22D8D63512D7
F588A7F4-7F80-0542-BDAC-00125CC159F3,太白市,2250614,D9114555-C8E9-1041-A59B-F8C52D436D52
13C5D575-2DB6-4046-A152-002647D30E7F,河口瑶族自治县,532513,BED4857E-0FA1-423A-8647-95BDEBE17CBA
CCDED271-BD76-9543-BC90-0036A6DFC01B,格但斯克,23215,7C3FB74D-C3DD-4E0B-AE0B-5DCAA7AD43F6
7815F045-EF9B-4BAF-8B21-0046DFB52533,上虞区,330601,F2464636-C812-4249-8E7F-5F8E3170F5C4
CB224E19-61D4-4089-96B2-004BDA6B6F05,青浦区,3115,086DDA76-A2CB-4814-9967-38C208BFFE2E
136D7D0A-0B7E-164A-8D6A-005C392B49A1,扎囊县,542202,96AD0C59-53C3-4FF0-9FC9-13AADAAD60AF
3F2DD3B4-F103-384B-8D0E-00654A274EA4,秦安县,620504,C00BDE93-3DC8-46E0-9C45-3E30ECBD10D5
B3ABEC2D-6650-40DC-85F3-0088E99D69BB,平潭县,350111,9B9C1354-B997-4EE3-849D-44A713FFD087
CBF374C1-9FE0-4E3A-82AB-008A9E0FD7E4,辽宁省,2100,00000000-0000-0000-0000-000000000000
BCE86D5A-E2C3-4137-AD24-0090BC61EA03,清远市,4418,24520182-A99A-411B-8EB5-7A6F36E3EBA3
9FE45196-EE13-0343-ABAC-009187610A25,那曲县,542401,D5B37B1F-98E7-40C4-A52A-73BF444F9CCC
533ACE26-F5B0-B746-A66C-00973BF30845,基本古,34604,CAECD925-1FD6-4144-B4E9-0C598B039EFA
C01AE73B-24AA-1445-B485-00A883BFB17B,莫纳加斯,42017,2FF17AF9-122C-354E-B1C1-E9CDCE765A0E
18865B02-A8EE-4D8D-9C3F-00B2FC8C8234,阜阳市,3412,0405F889-60FB-4117-A2C1-F40A64DB7297
AA665EA6-AD83-7840-AEFC-00B5F438979B,利耶帕亚,33614,A20A492B-B642-DB40-A5FB-C42F1A8801F4
D81A5F83-7874-794A-8404-00CD52102AE0,西南,32709,3075B737-9508-5F4A-B4CB-03702ABF3D8B
A0A0A1A6-59E2-7440-BE69-00DC8B39088B,库利科罗,35205,6C7F74E3-C4C7-8441-AF0E-4EBAAF1BCC6B
AA4C8465-E83E-4D49-93A0-00E5A115B0D4,中捷克,21012,C06D6641-EB94-4DD5-88BA-E46FC4308525
36C7E1BF-BB78-5345-B94D-00F1322615FA,杰佛逊市,2462802,C00EA64D-3291-C244-BECE-BC178B82505C
6AE06FC8-185B-AF46-8628-00F68A024E46,尼斯,21419,3DDC74EB-78C6-49D3-9C85-A050FA6DE12C
DD5394A0-B5B0-374F-9783-0104DCBAA625,大石桥市,210806,DE0172A3-4835-417E-A067-0681BDED3B71
D76EE8B6-6E3D-4C44-BC94-01128987901B,平山县,130114,F21A6780-4774-4E9E-8C26-7A81E30B1396
00060FCC-55AD-9D45-84F3-0129A992C14A,提里斯-宰穆尔,35911,9FA3F8B4-120E-374B-86CC-5404ABF05AE9
6F1ABAF9-A5E1-6D4A-AC52-012DA809F469,塔曼拉塞特,25337,06274B17-894C-4EDB-BC9A-99EF0FB68EF3
E5BAE2FD-9E57-F449-8BED-0136EF1BC884,贝尔维尤,2463502,53E16409-4863-4947-9B05-F9129717D9A5
223DD055-FF96-1848-A5D0-013977FC400D,新抚区,210401,E83C8444-E676-4AF2-8A88-425DD9897515
F0AF7126-5547-9842-89F5-013B09DFC2C5,易县,130616,5B5504FC-FF0C-43E6-B806-CA93AAB43EE1
DD5406B7-0BB1-094B-9FD4-015869ACFA86,子洲县,610812,110287A0-E011-48C9-B681-BC9117C36375
1F60E455-EB85-AE47-BA27-0160C7F0C7C4,讷河市,230216,2D4C9FBB-4E93-495F-B7AB-656093A85386
C179F152-AF59-6345-8ADC-0166C1979EE4,碾子山区,230206,2D4C9FBB-4E93-495F-B7AB-656093A85386
932E5D81-B598-3446-91F6-01798C79FF7C,舞钢市,410409,9A444CBB-7316-4EF9-A647-FDC7022C0CDF
A2941D83-C92A-F146-8BAC-01827CBC2E1D,昌黎县,130305,1C999BD9-0A96-43FC-BA82-66C2E09CE41D
5E247C0B-3321-BB45-B591-0194CAAAE832,塞罗拉尔戈,42215,18C15C54-871A-FD46-8F0D-2BAAE8898F13
4227F457-3DDE-1C48-88D4-019585D06ABF,加夫萨,41107,2E29E757-4773-A443-9747-2E493F56668F
041098D8-C7B5-9C4C-9818-01A7C1FEA9BD,西陵区,420501,B52677E9-6C20-4C79-A675-48D570DEBE47
48A68203-6F10-495E-9022-01B129E5DFB4,西宁市,6301,3898B58E-BFDA-48E6-A54F-7B5A13D81258
DE9C1193-4C63-4C4D-B93B-01B1B570CC54,邹平县,371607,C2BD3E18-7C80-4309-A15B-403549DEC1EB
0534F7AB-8882-454A-A92C-01B457C1EEA3,山形,22437,AC31F065-12F5-4CC1-804A-7F09E29E213C
D57EF386-5117-9340-9CDD-01BA8438E79A,蒙彼利埃,21417,3DDC74EB-78C6-49D3-9C85-A050FA6DE12C
D655762B-D210-EE4A-BE7B-01BFC38D6CE4,徳岛,22410,AC31F065-12F5-4CC1-804A-7F09E29E213C
221D9919-BC69-B64C-B84F-01C7457EF44B,罗夫诺,24314,2CB16ADB-CEFE-486A-8E34-EF30B7DE1E80
99A2E342-A349-E846-B60C-01D055464C3C,麦哲伦-智利南极大区,43709,AE6E7D14-415F-3044-8386-C80926765453
8CA0D7D0-DF5E-B842-8246-01D10E3A570F,多伦多,20806,2193A929-221C-4300-B22E-DCAAB20F5F73
BDA6981C-3408-6640-8886-01E640825241,内贝拉南,23315,EFBB6B95-97E3-4FFE-B7EC-78078125C982
A3227857-FF4B-4EFB-8A9E-01F1DFF53658,陇南市,6212,4FF28BF4-506A-4182-A887-36A923CDF5DE
243FFA4B-5B3F-CC49-947A-01F477ABB733,凤台县,340406,A5DFD204-F1DD-48A6-8813-D4D742F14763
25DA0F3E-E77D-0448-82A5-01F8E98DF8E7,卫滨区,410702,EA213561-268D-4355-B1D4-5FBE5519B12A
0FA676C0-EF60-410F-8A33-01FA0ECC796C,宁德市,3509,B1B187EB-0AF9-41C6-A5D4-74B9A79095CD
EB077E59-84B3-9F4B-BDA7-020929BB480E,杜塞尔多夫,21516,3D7B29EF-5D3A-42D8-A9C2-AB5B9058DF7D
AC19B4B9-B03C-4626-AFD7-0209E1F2CE9F,荥阳市,410113,F26F9300-FEF1-4D05-AABE-6DFD078615A1
1C3C3736-13F3-3D42-9BE4-020AE409ECBB,布里奇波特,2462001,B9001A27-CDF1-6A40-8D6C-78A817A6D272
3490C0A9-0948-4A47-8AE6-020EC5566140,乐安县,361006,8D96B0CA-D5DE-4BAD-B184-8A38761B5D3A
10CFC178-8ECB-E140-B799-022868223E15,水富县,530611,5B9C002F-2A8D-470E-80E4-6E9F03AC3B92
D1262F90-1DB7-4F36-8246-022A9FFD9544,忠县,5026,56595510-3115-4C50-8D36-A6EE966495BF
D123E3E2-5C9F-A242-B618-02323A71CD2C,西迪贝勒阿贝斯,25346,06274B17-894C-4EDB-BC9A-99EF0FB68EF3
838647D0-A237-7D4F-910D-0234D7D1FBFA,桑坦德,30526,4C65A246-49B5-444A-8CCB-541327AD7F22
DCD4B81A-4422-A34B-AAA5-02378BCF4B12,昌原市,2250902,544ADAC6-8CCD-F441-B824-0FE99DF9DA9C
C2ED8138-5566-2347-9429-023C22ED6C5C,复活节岛,43705,AE6E7D14-415F-3044-8386-C80926765453
2236D3F8-E5F7-5A49-AEA5-024EF6999B82,大冶市,420206,C839F598-D3CE-46CF-8133-95D70D7AA818
76A88D53-70A7-7048-92C8-026AD7E11A4B,湛河区,410404,9A444CBB-7316-4EF9-A647-FDC7022C0CDF
6F19EA52-80EF-EF45-80F2-0272541FC309,波特兰,2463102,B2E98CDE-7A6B-0448-A985-F93F0A626B82
68B8E2E6-BE2E-D045-BF81-027B4F43DA0C,统营市,2250915,544ADAC6-8CCD-F441-B824-0FE99DF9DA9C
EF198CFF-B50B-A34F-8B13-027F0A64005E,广平县,130415,263936CA-34DF-4C73-BFED-C94665296DB5
876F0289-A051-8F4F-A328-028638C29F77,丰镇市,150911,AD25D462-2A32-461A-8BD0-0565418474CA
013DC481-0DCB-1A40-96C6-0289A67FAFF8,克里米亚自治共和国,24311,2CB16ADB-CEFE-486A-8E34-EF30B7DE1E80
4D82B3D5-AE63-F847-AAA1-0289EB41ECBB,刚果,303,72C657F1-397C-40C5-B552-273F35BAE63F
4FC584FF-EA29-F64D-A73D-02A4BE897581,西市区,210802,DE0172A3-4835-417E-A067-0681BDED3B71
AAA5DE35-9284-6140-9E55-02A90EC7A6D6,本溪满族自治县,210505,F49B2F8D-3957-4186-B51E-20A20EA4BBB5
E2C87AC4-82DD-424E-991C-02AB1D9DE94E,别德马,20102,A0EA441D-12AF-40BC-9493-8A5EFA7D4E99
43DE7669-2951-D444-AF68-02BECE0C13BE,恩坎普,26303,1E5097E2-EA16-124E-B7E2-41FCBF5EFD10
2A666201-8DD9-E646-B3E4-02D253282817,麦亚伦,2460907,A755BA9C-F3D9-B445-968E-D262F38B3970
22CB20B5-D3D4-854F-98EE-02D58FB7B910,屯留县,140405,03FF104A-2E26-4899-AEAF-8612011C4679
C9E7FFC3-6C14-D74D-9BA9-02E5216CFBA5,咸平郡,2251118,028AE13A-8339-CB4F-BCE2-DA178DC545FA
CFEF6413-34B8-E44F-96AE-02EF6AB4B25D,泾川县,620802,753B83B5-F8FD-4535-99E5-FE83227A473F
07393444-0899-9544-AD53-03081BC21929,灵克宾,21108,8B18C260-C2F2-45DF-B564-2AB120A19290
180FB97F-E54D-496E-A73F-0309EFBD1DA7,瓦房店市,210210,BC164E7D-934B-4ABB-8CE0-3C46129ABBAF
4CBCFD4F-FC90-8847-A520-0315D5FC8B5A,乌兰巴托市,36219,99994ADA-F8AF-8A48-AF8D-0910780231E2
DFE53E51-7F29-8441-996D-031F39606982,卡塔尼亚,22325,69E31D09-A1C6-4949-9D4D-3CCC3F41CD2D
CBFBC577-807C-654D-9329-0322C685DF5E,埃尔普罗格雷索,41701,C9A4C0F6-41F4-A048-B448-1B96E06A9F6C
A32AD17C-8205-8646-9C31-0329F31D073E,沙湾县,654203,66F3AFAB-300D-4191-939E-687DC28048A8
1ABC552C-5E1D-0A48-BF83-032D40B3DD71,千山区,210305,BC2CAAFA-F322-4847-9DBC-815B4FCB7DEE
526CB817-D356-4142-826A-0331DAF08FF8,恭城瑶族自治县,450317,65B55B47-2463-4317-A7A2-97ED7069718D
2F399CD3-1E58-5142-9410-03396652639B,泸西县,532508,BED4857E-0FA1-423A-8647-95BDEBE17CBA
4F3086D4-3C11-B841-B5C9-033CD6C5593B,铁山区,420204,C839F598-D3CE-46CF-8133-95D70D7AA818
AC17F730-AA21-6641-BC38-0367AFB7386F,下韦拉帕斯,41722,C9A4C0F6-41F4-A048-B448-1B96E06A9F6C
3075B737-9508-5F4A-B4CB-03702ABF3D8B,喀麦隆,327,72C657F1-397C-40C5-B552-273F35BAE63F
39C82C24-4C8B-4541-A420-03730775F606,光明市,2250709,75D75FC7-ECBC-0544-AB66-B961BBF49BA8
307FCC90-7BC8-B343-BE0A-037C2E963CA6,厚街镇,441930,06A73E27-9D1C-46E9-B8F0-AAD0035A6FB1
12E56AAC-9BF8-924F-A8E7-037E98D11971,圣克鲁斯,30016,BD26BA1F-04E8-1942-A341-AFCFBEF0802D
4001420D-1C05-C246-9D43-038127EB476C,新乡县,410705,EA213561-268D-4355-B1D4-5FBE5519B12A
0E3C24E0-2C03-3842-9A1E-03CE5DDCC60A,岭东区,230502,4AB9285A-8447-45E8-8B9A-DA3DB3885E45
49BADB00-B8CB-E946-8D3B-03D0D9F5074B,罗克艾兰,2464811,F8F02CC1-2AD1-734C-A3B5-C4D5040C7957
6E15AC28-C234-CE48-A168-03D4A533AC99,定南县,360709,7B23E60E-FEA2-4A49-B706-E0F17A04D771
